Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96
,,,,,Masked ID,76,46,1,69,86,62,82,52,26,10,57,89,37,31,18,14,88,7,59,40,41,38,20,5,65,4,32,53,78,46662,46669,46681,46659,46660,46653,46672,46674,46680,46667,46666,46675,46676,46677,46656,46670,48,58,3,85,2,44,68,61,25,70,39,21,66,49,27,13,22,72,6,87,84,56,33,51,67,12,19,24,81,46661,46673,46655,46663,46654,46683,46682,46652,46664,46678,46665,46668,46657,46658,46679,46671
,,,,,BCAC_ID,PBCS-110,PBCS-178,PBCS-231,PBCS-447,PBCS-506,PBCS-603,PBCS-684,PBCS-906,PBCS-1023,PBCS-1074,PBCS-1089,PBCS-1211,PBCS-1233,PBCS-1293,PBCS-1736,PBCS-1860,PBCS-1864,PBCS-2006,PBCS-2192,PBCS-3191,PBCS-3226,PBCS-3227,PBCS-3425,PBCS-3486,PBCS-3560,PBCS-4067,PBCS-4102,PBCS-4470,PBCS-4492,PBCS-886,PBCS-1498,PBCS-1754,PBCS-1572,PBCS-1573,PBCS-1243,PBCS-2020,PBCS-2197,PBCS-2213,PBCS-3961,PBCS-3754,PBCS-4454,PBCS-4457,PBCS-4464,PBCS-3890,PBCS-4356,PBCS-250,PBCS-654,PBCS-658,PBCS-189,PBCS-863,PBCS-67,PBCS-568,PBCS-2415,PBCS-648,PBCS-923,PBCS-1247,PBCS-1414,PBCS-1910,PBCS-914,PBCS-559,PBCS-994,PBCS-924,PBCS-106,PBCS-647,PBCS-3098,PBCS-3492,PBCS-3253,PBCS-2988,PBCS-3392,PBCS-2970,PBCS-3254,PBCS-3234,PBCS-2991,PBCS-3452,PBCS-1807,PBCS-2247,PBCS-1325,PBCS-1002,PBCS-1529,PBCS-2930,PBCS-2858,PBCS-1161,PBCS-640,PBCS-4512,PBCS-3771,PBCS-4032,PBCS-4082,PBCS-4128,PBCS-4544,PBCS-4419
,,,,,Subtype Status,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,BLBC,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control
ID,Position,overall row,overall col,96plate,Protein_submit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,1-46:16,46,16,3334-C10,STRAP,6239794,6921198,5091813,2945965,6388894,3062960,10236677,7799912,4531550,5602872,5249815,1678648,2908234,1688724,4980087,2041003,3476396,6115475,2588937,3551717,2602452,10213893,3397415,4169142,4641707,3956033,1712831,3353498,4543816,2175289,3399582,2323188,4954802,6106147,2817018,5350385,8531751,2703643,4857745,5101223,2656895,9882740,5187175,5116634,2331231,5184735,8685523,3605521,2764522,3594827,2807057,3525915,8889788,5080988,3166836,3058668,1893145,3281416,2428460,3581788,2796279,2722310,3712583,4472717,1757791,4117297,13864093,3785682,2662682,2302253,5360842,1563030,4767288,3514262,3261307,3601539,6744584,4441533,3411553,4713742,4365489,2675755,5519933,14417285,5825409,2672839,4493525,4312051,4748071,3614827
1277,1-46:17,46,17,3334-E10,GP9,5859452,6802630,4889090,3125155,8418037,2887110,9857298,7708608,4565214,5423172,4978074,1719320,2917810,2285698,4127283,1886627,3132012,5885826,2274344,3657072,2389922,10145269,3466745,3884272,5042781,3974597,1613693,2959176,4677342,1959226,3096776,2102548,4905329,5377493,2911897,4611420,9336500,2704818,4211276,4875928,2593789,8934771,5440323,5167984,2124706,4921006,10285672,3607632,2772648,3680645,2802225,3632574,7467953,5500368,2949334,3359045,1835568,3311680,1898462,3494177,2792308,2281759,3716715,4716757,1448172,3664986,15304084,4023817,2466520,2030438,4656845,1497584,4678336,3036488,2807442,3378236,6779069,4130324,3326685,4518787,4318525,1872178,5425368,12621838,5490774,2274216,3797633,3844448,3640342,3391400
1278,1-46:18,46,18,3334-G10,GABRB1,5922739,6550968,5083415,2988276,13435607,3125804,9224111,8527044,4373384,4989017,4884557,1547407,2497960,1637812,3740648,1851374,3170879,5895941,2197992,3764039,2317993,9259607,3304537,5131625,5281144,4143399,1770681,2887381,4491832,1613469,3194872,1908680,4550720,5143973,3042991,4790305,9092544,2557117,5697513,4995008,2576908,14132425,4881848,4868614,2045879,4249329,9672509,3717605,2660292,3347043,2925370,3812314,7486779,5147214,3228299,3197220,1491625,3397805,2004118,3432181,2710163,2311048,3578274,4199461,1545441,2915050,17803911,4376219,2237716,2333604,5907096,1673437,4964701,2536161,2285516,3597482,6558192,3794656,3450462,4539934,3962288,1950966,5281661,10944735,4985409,2157669,3661742,3803895,2670422,3384806
1279,1-46:19,46,19,3400-A04,EYA3,7142505,5932765,3924104,3630525,3478103,2269523,9452461,5271951,3991862,4436800,7269004,2232064,3182584,2119475,3805811,2855681,4382559,5214947,3037037,4297673,3434759,10777414,4690281,5726716,3736836,4996608,1937084,5297226,5364542,3218495,2978015,3018231,6096120,7033163,4341176,6221822,6564931,3813003,4616898,5307851,3129256,9746865,5937851,4276081,3267984,4573959,5235539,3070500,2886487,4360721,3161603,5460938,3948931,4063972,2546265,2873969,2074923,2434789,2263766,3746538,3303208,2678266,3230343,5992407,2045936,4246495,7100955,3973274,3060648,2786127,5557342,2846747,4015905,3921718,2803928,2830445,4868134,4720204,4147368,4377594,3938387,2806102,6048297,12496996,7187247,2757445,3558797,4038008,3331500,3257176
1280,1-46:20,46,20,3400-C04,TRIM16,7401769,4660009,3218027,2995244,2681576,1757798,7022673,4053369,3488706,3782514,7081307,2118366,2794020,1753513,2665794,2344228,3696612,3938718,2755356,3835160,3037231,9151302,4015846,5439549,2705289,3892061,1545016,4542820,4725742,2950023,2503396,2960174,5385527,6067883,3554872,5647061,11421030,3271031,3470005,3565011,2393844,14361796,4096603,2884053,1544697,4244508,4096162,2531094,2558529,3750712,2565288,3183225,3299920,3569949,2221456,2219554,1808859,1985280,1966083,3058883,2786988,2112378,3073077,3676715,1857404,3967369,6014353,2816517,2649652,2279711,4002385,2180988,2944946,3691376,2578833,2061549,3471643,3787043,3285005,3560563,2866109,2454794,4167751,9285105,6174460,1943764,2586678,3233235,1987999,2838412
1281,1-46:21,46,21,3400-E04,ZNF8,9591820,5334465,4494154,2827156,4054161,2516089,8187633,6895473,4276401,5254372,6459500,1912552,2994378,1719253,2878849,2558934,3990778,6710051,2296161,4579670,3297672,10622731,3509370,6111652,4792100,4260983,1661839,3634379,4220001,2387293,2888216,2648680,5665340,6182219,3213598,5066995,6015178,3003748,3464820,3329465,2537369,10097442,4673055,4023433,2106452,5335831,5430583,3486820,2568661,4339205,3453423,4686725,4707762,4990589,3345814,3141995,1833344,3652720,1939835,2749186,2958204,1948058,3270406,4213017,1884733,4173870,7083551,4367646,2627993,2144408,4308786,1675041,4486308,3368023,2503320,2934776,2649438,3821017,3028672,4612561,3645162,2549598,5121916,10168009,5916400,2235474,2504833,3719290,2702106,7592225
1282,1-46:22,46,22,3332-A10,MAP3K14,10999548,7541607,4547069,3540954,3353924,2420565,6748854,3985108,6564093,4218915,7625372,3903838,3743444,2653989,6409179,3222085,4728907,6277405,9202485,6010211,6302911,17339167,8460437,10819343,4195304,7646238,3343062,7273144,11079865,9347996,3856050,4739459,12575211,13898608,5513076,9454366,11269127,7326991,7816594,7841835,6755397,18057218,14088235,8556572,3787019,5286609,4852543,3599822,3643527,5004020,3901201,4276329,2969913,4977697,2538698,2600518,3002058,2527101,3343868,6737311,3944380,3555938,3384456,15261483,2370795,4669150,8665341,5001544,3807718,3870825,7248679,3972335,6812888,7111148,5943256,2864881,4784197,8212970,6838521,7437663,6440608,5970859,6980286,11520269,12392264,5248845,6929857,7313073,5405574,6852305
1283,1-46:23,46,23,3332-C10,GPR55,15400757,7247394,5234582,4984701,4659764,2992189,7192676,5222540,7099689,5157622,12157113,4251228,4287411,2804418,5036038,4705765,5244351,6528742,7095384,5929481,6265255,13377075,6733749,8575042,4244874,6815892,2993411,6831262,9633620,6397340,4408103,5519244,10917337,10620462,6029426,9417180,9771385,6481578,6058008,7006988,6407802,14726962,11602778,6357716,2644497,5604999,6007581,3876420,3991438,7224420,4322864,5019921,4237744,6259789,3371261,3989235,3459703,2929221,3910627,5480707,4703724,3894202,4683726,15720991,2530782,5164192,10009232,5668576,4440683,3876625,7459310,3199952,5695597,5257842,4214912,3130413,4009555,7217201,5007347,5785394,4754924,4926023,8676495,10443740,10270071,5165752,5202988,5617190,3502746,4783173
1284,1-46:24,46,24,3332-E10,PHF7,10740753,7190666,4816679,5142673,4291181,2299611,6692965,4359699,6872921,5242431,13070659,3616252,4174745,2783286,6055275,3328538,5403429,4488278,7496615,5591202,5237835,12388928,5201408,8830369,3135428,5608373,2417584,4141720,6401821,5740210,3033193,3412503,6457581,7872348,4671721,7838464,6594653,5490049,5802437,4908930,3719903,19633571,18661681,8412319,3568249,4608963,5521577,3294298,3491412,6739778,4459592,5571436,3318403,6006627,3269192,4091371,2950563,2740482,2648957,6256984,3565177,3221225,3441146,9528744,2097553,3356159,8113965,3134506,3135331,3003686,4342164,2298242,3249915,3733151,3369636,2626885,3139924,4514013,3872642,4647469,3724692,4284276,6502599,6849110,8382300,2916925,5489018,8188368,5799923,6755890
1285,1-46:25,46,25,3332-G10,ELF2,13581200,13110140,5604841,6967900,5821259,2679078,9066539,9827325,7887008,8008909,50915884,4371657,4259791,2903342,6892983,5265352,6023228,6979577,8386631,8098419,19725457,18797632,8510103,15452777,4984654,8606978,4098010,8819034,11598431,9744959,5516294,6773386,13631767,15657880,8242470,11897089,11134943,7594569,8033963,7986616,7107652,22893765,12928160,9350475,3244575,13196265,7534868,4066085,5491294,7256862,4351557,6020919,4582473,6173698,4325968,4239881,2833456,2765324,4585893,6627414,4797052,4781823,4563784,12113799,2871117,6497620,10244568,5472240,5040561,4800122,8798496,4124051,7716302,7489729,7269268,4244615,5305691,8496464,6074643,8147789,6708701,6503981,9302647,12751252,13829678,5212003,5673377,7358392,5993135,5825275
1286,1-46:26,46,26,3399-A04,ORC4L,5215720,5295873,3163948,2352965,2887416,1831557,6251134,3665957,3446655,2814583,5318736,1595579,2507404,1157068,3111133,1925363,2680036,2756043,1678106,2797391,1943161,5850882,2302874,4159812,2422877,2747181,1030294,1995540,3734874,1765657,2024948,1637002,3344885,4285100,2055039,3558629,4093553,1991428,2141583,2211169,2181971,8229644,6313146,4314881,1856049,4169359,4673701,2779310,2182392,5944415,2304849,2385203,2859664,3549547,2081812,2378388,1354728,1982146,1450815,2901340,2437758,1434794,2120573,2165428,1013233,2084622,4818694,2140963,1651482,1365202,2895230,1178155,2504541,1930133,1998055,1698047,1875734,2522201,1875768,2997021,2258109,1553968,3222600,6884847,4549792,1737848,1971592,2968438,3285646,3048906
1287,1-46:27,46,27,3399-C04,BCL11A,6408278,5747732,3255316,2400617,9323185,2075034,6116320,4664700,4257159,3663251,7014217,1698962,2664282,1387771,2850909,2250071,2860671,3642718,1750705,3617942,2268506,9106761,3061691,4229527,3732178,3510047,1098055,2505194,3288920,1295074,2989562,1701553,3905009,5304617,2616406,5125473,5716529,1559640,2594447,2506257,2513694,8348077,6519984,4687944,1912569,3994804,5004792,3160624,2315998,6222140,2408952,2660475,3782234,4028353,2877233,2822623,1653100,3862210,1619651,2722951,2814773,2008373,2623702,2402733,1281809,3094431,5705966,3381668,1920692,1630665,4600798,1427658,4141176,2173842,2031669,2433218,1887133,3124613,2572743,4047886,3826924,1828974,3767064,6687038,4054163,1714794,2231419,3164503,3055980,3091044
1288,1-46:28,46,28,3399-E04,CTNNB1,7671971,8135257,4437380,2766876,4537088,5134850,9091692,8693197,4989831,4784277,6665186,2163037,3148558,1580595,2980940,2523972,3496816,5722422,1952968,4387890,2792957,12282071,3939957,7846332,5375031,4727474,1520650,4650513,4939202,1952171,3698281,2503688,5340124,6704181,3753945,7620562,7098951,2582490,5555471,3581032,4237652,7658129,6710869,4863173,2319465,5845339,10290165,4262903,2690123,5371051,3587310,4144639,7219252,7172995,3622014,3599816,1715895,3822993,2443531,3123648,4341234,2563778,4156077,3394460,1703289,3479152,8033205,4584466,2951017,2722275,5831498,2250922,5251790,3379836,2521358,3542565,2497296,4498420,3455589,5970085,4745173,2575499,5053496,13342245,6635399,2087203,2775927,3072712,2458908,3297521
1289,1-47:1,47,1,3400-H04,SPDEF,8549811,5143973,3302023,3860096,3692746,2244870,8471990,4632040,4317987,4706557,6570729,2615526,2832644,2330370,7211436,2855445,4703219,4708959,2308450,4629585,2499840,9876659,4267614,5991678,2928410,3720928,2123573,4679279,4087920,2433624,2610611,2810255,5453370,7282645,3444465,6132552,5830651,3749698,4706006,4987975,3686950,15012492,5696382,4056946,2043111,4465828,4363101,2765622,2133660,4025321,2980826,3221685,3248625,3514769,2324453,2471952,2250718,2440981,2292052,2127004,2756744,2375924,2700385,2935220,1593066,4030169,6480111,3463078,2846714,2303096,4932931,2119646,4105705,3867210,3914296,2262219,4016441,4327045,3413758,3989476,4881550,2955903,5993722,12777487,9268785,2676759,1452141,3173283,3667090,2741948
1290,1-47:2,47,2,3400-B10,NR5A1,6185688,5423057,5081780,3193191,4389801,3155426,8030881,5276216,4015080,3248904,4355806,1620052,2359600,1806272,2071266,2048423,5573529,4591191,1699669,2700916,1847958,6041798,2646260,4511583,3340503,3021668,1503337,2583530,2894172,1433000,2193983,1711021,4611806,4698768,3077077,5314406,6417445,2708526,2630814,2813030,3368799,9355006,4699976,4836133,2772335,5085051,5713147,3103377,2013632,4180433,2960492,3243748,4870059,4605070,2685147,2268018,1569945,2569354,2163255,1866552,1858303,1491421,2218475,1976579,1158928,3482043,5324844,3090475,1938297,1400372,3650336,1791779,3512640,2144696,2029819,2434889,2766265,3826567,2688740,4049850,4453244,2005861,4397586,13221422,6173770,2169084,1395664,2668556,2000800,2469505
1291,1-47:3,47,3,3400-D10,HOXA11,7716615,7878319,4706492,4113345,5182276,3945438,7992356,7057212,5341698,4247111,7840160,1712497,2969659,2218356,1964032,2361632,4567009,7339191,1334198,4301089,2490662,8913582,4616912,4716170,6088347,4655134,2124747,4379875,4565905,1936914,3668710,6766904,6168961,8988452,4264690,6939039,7232776,2544251,2211838,2541438,2613443,8087732,6679388,4438025,2027751,5360867,11612399,4409692,2501034,5494530,3287109,3982782,5529735,6244182,3800663,3124568,1805223,4037517,3092080,2041263,2603598,2278833,3390203,2139246,1785273,3028687,6267817,4953175,2335030,2535776,5352382,2378699,5507315,2788786,3728215,3733649,4000399,5139727,4163662,4398453,4129357,1926634,4264282,9708709,5637289,1598607,1731744,2633289,1669429,2445767
1292,1-47:4,47,4,3400-F10,MSRB2,5808019,6124368,4002342,3298828,4418680,3294004,6940419,5084832,4554463,3184334,4422657,1378052,2201172,1784061,1831343,1786554,2848900,4156514,1510637,2835879,1626366,6243936,4250527,4203936,3883738,3086853,1377510,2458791,2897646,1375747,2374463,1688762,4379695,4258193,2599364,3905685,5936261,2417583,2345537,2307236,2714845,8522355,5476879,4550299,2199786,4281453,8450852,3480266,2388717,4286944,2681835,3389009,4546686,5485562,2739973,2721415,1539954,3004031,1826783,1957775,1998734,1525358,2368696,2323300,1225233,2284284,4644464,3388688,1713143,1472442,3401617,1433301,3899295,1631579,1751237,2775505,2319937,3464069,2144959,3210561,4655576,2004254,3828991,9976248,5482128,1571987,1781659,2653811,2032390,2463434
1293,1-47:5,47,5,3400-H10,C22orf31,5515686,6065029,4175305,3269316,4421398,3093136,7638242,6380715,5054409,4437929,4169159,1450111,2276467,2237351,2829705,2519603,2832489,5050186,2074598,3209683,1697221,7628606,26668097,3500194,4605172,3312848,1358180,4780184,4247529,2009006,3057991,1978709,5367015,5443797,3812162,5134127,9007531,3367502,3573754,3671709,3205710,8459685,5238070,5540695,2864297,4047479,7014197,3618859,2452994,4328653,2966170,3581851,5650510,5682351,3141005,9080323,1712048,3323505,2203865,2575904,2181407,1745159,2886460,3417368,1525704,3388275,5118233,4175426,2043000,2045797,4840317,1907514,6128858,2678617,3438633,3515862,2673863,4406111,3791475,4844707,8143351,2765278,6657332,13706873,5845512,1873306,2791387,3445527,4359278,3440957
1294,1-47:6,47,6,2111-B04,MAGEB4,12537676,10575132,8408323,9058277,8708742,5983904,14309519,10205658,11399439,9733966,16537091,4141807,5711546,5019315,4933901,4535832,4897105,7697202,4515922,6397419,4988632,18706776,10568832,7017020,5891058,7310048,3871954,10391054,8660948,10257847,5496144,5854695,13486369,18368840,8124674,11598917,11298293,6991178,7320792,8449717,5743713,11026252,12587972,8415967,3972566,8052558,10204577,6562487,6516301,10832453,7087649,9152850,8391668,11487928,7658813,5348290,4597305,5775575,4343159,4684201,4468722,4938622,5035839,5367010,3135889,6490832,7543148,5375965,4526970,4638653,9007286,3749630,6507217,7019465,7137578,5211442,6472913,9080295,6583157,8908526,9023185,5354000,7098665,15578586,12317001,3990717,5500429,5950639,6109931,5370446
1295,1-47:7,47,7,2111-D04,SCGB1A1,11373525,6900435,4295167,5743708,4704965,3007776,9598486,5692431,6638033,5600962,12872906,3317706,4316619,3446059,4084171,3389781,3796907,3969134,4381272,4409696,3514626,9078934,5602856,5940034,2832341,5338908,2435428,5974714,5513246,5827601,3768216,4691830,8555734,11093202,5908066,8777217,6237274,6591365,4842582,5044480,4064596,11319137,8178859,4310845,2455894,5055543,5632324,3354784,3679682,6653611,5245534,5911684,3492845,6018947,3406942,2437583,3186343,3510189,2791791,3932878,3369117,3600977,3295173,5342848,2118352,4468191,5607621,2997790,2770042,2717975,5725287,2591724,3617410,4795944,4954392,2877019,4537303,6359113,3718368,5579896,5245563,3931568,5282998,8105262,10327927,3181788,3064457,4176125,3614258,3746258
1296,1-47:8,47,8,3399-H04,RUFY3,6064858,7630520,4297213,3225573,4738543,3774185,8881463,7720328,4963793,4336268,5400193,1237590,2263893,1835008,2882757,2219461,2425377,4045840,1830284,3444108,1879873,8925140,3492366,3474072,5088528,3335724,1578380,3940688,2688959,2021034,3547392,2229198,5158822,6137020,3232364,5633558,6824155,2774537,4491005,3277705,3146291,8425890,5244489,4466022,2106767,4746994,10729756,4249290,2574793,4565139,2886988,3769705,9262953,5616928,3172272,1958041,1296699,3892558,1912318,2594856,2490449,1777021,2979241,3522502,1596346,3335957,6190488,4611457,1789587,2447897,5842184,1675056,4311924,2241875,2633833,3527090,1972834,4636885,3297361,5008130,5258914,1967151,4046690,12163854,6018918,2036339,2067689,3179988,2993977,3082591
1297,1-47:9,47,9,3399-B10,ZNF639,5918491,6165570,3599218,3005141,3598657,1901085,6725944,4725410,4175936,3619035,6647553,1226431,2222832,1352471,2320515,1764950,2832189,3160643,1474750,2814285,1646003,6596346,2874413,3719917,2658063,2971778,1842057,3049926,2523575,1771908,2393905,1964933,4558175,4900732,2698944,4285217,5299333,2640753,3652799,2594977,2303576,11742190,4686782,3610093,1753331,3983632,5363372,3426244,2338724,5292338,2192120,2986587,3881923,3819459,2591575,1846501,1224405,2444135,1713291,2337462,1943083,1769297,2356659,2161494,1275967,2984893,5286179,2586490,1622293,1486898,4142324,1407728,3141115,1783998,1961826,2624266,1818151,3595791,2479878,3875474,3758885,1517929,3460410,10546215,5355784,1651860,1501959,2684828,1818764,3055348
1298,1-47:10,47,10,3399-D10,ZNF212,5928061,7248199,4484043,3391548,4720019,3265591,10069815,6485949,5091943,5036518,7140020,1496676,2596513,1607880,3193709,2012124,3539446,4499013,1967300,3455967,2137907,9658976,3332637,3108719,4435831,3473776,1639591,4144141,3239139,2204695,3811934,2428174,6031349,6541228,3042714,4783424,6543124,3376592,3997663,3136625,2912232,7054815,4709483,4546780,2072635,4530767,7096115,3945765,2715461,4995232,3112616,4250406,6214914,4975750,3148396,2571829,1295468,3537428,1948106,3019591,2501030,1902385,3013634,4021861,1556782,4180087,5949388,3592799,1980662,2262397,4625371,1852019,4774822,2570112,2703134,2705705,2213506,4200923,3023837,4359322,4793086,2043980,4710234,11124146,6545910,2148006,2053472,3724836,3118410,3237413
1299,1-47:11,47,11,3399-F10,ZNF599,8103233,9869457,6902760,3227078,6672683,4347760,10295491,7070995,6731224,6601700,7619644,1765591,2867876,1852096,2781314,2078194,3971314,7394235,1567195,4454295,2586334,12021616,3553686,3879710,7148476,4359299,1854073,4104906,3859485,1792158,4374567,2840951,6561431,7609483,3574377,5962950,9562134,3798070,4026049,3756706,3251523,11330098,5215134,4566772,1548926,6211597,9532270,5752833,3317276,4732761,3735980,4985814,9901802,7012374,4425753,4074952,1545468,5536579,2114172,2980027,3038721,2137627,3972452,2770979,2243415,3651568,9228108,5539025,2154256,2793365,6235092,2034627,6898671,2598007,2620512,4353730,2594623,4723672,3646702,6447616,6838743,2480855,6430967,13128708,7291904,2456705,1727157,2583077,2031459,2926972
1300,1-47:12,47,12,3399-H10,Protein_0212,6924470,5897050,3858952,3294208,3894129,3179643,6704350,4765780,6119035,4378657,10724361,2152606,3009790,1576439,2120814,1228421,2975457,3908412,1629302,2860693,2299722,8976064,4242664,2944680,3459357,2977201,1271682,9227060,5774567,2102662,3409746,2168838,4634648,6026823,3242473,5920177,6019810,3239503,3795491,3048739,3055401,7558666,3162541,2962796,1190743,4298778,5840290,3518503,2437913,6389373,3866548,3622556,8238490,3959109,2949127,2379020,1570330,2818373,1660778,1778668,2305593,1699922,2599357,2288116,1501990,6242665,5395390,4301692,2711369,3237008,4614368,2798623,4573829,8316897,2906778,2452052,2283027,3763720,6917665,3915672,3340227,2130775,3656275,9031457,5631263,2174711,3932018,1970244,1474384,2334037
1301,1-47:13,47,13,2110-B04,Protein_0213,6372869,9740271,6045251,2538564,5527167,3971804,8692255,8340402,5752299,5313444,5542885,1565584,2466919,1273969,2966532,1191677,2852882,6985459,1323792,3498370,1796709,11536507,2451160,4581467,7352635,3391358,1337251,3878598,2848717,1206581,3833376,1725801,4242095,5513423,2285322,3880500,7749356,2123998,3414977,2919255,2606837,7353339,5085803,5332474,1177880,5624570,15804618,5200382,2754224,3994997,3027857,4453376,10078385,7500760,4450187,3499299,1483933,5187277,2008102,3466943,2436336,1837134,3377010,2301888,1311104,2515173,7169025,5249079,1658111,2054418,4102416,1295944,7252749,2153330,2149543,4592225,1816580,3354060,2650955,5191886,4629739,1882925,4715140,11827096,4688083,1522054,1594500,2323961,3001897,2838971
1302,1-47:14,47,14,2110-D04,ANXA1,5343353,5619641,3854740,2604928,3739353,2777316,6553257,4777593,3966362,3894590,6193444,1449524,2442689,1279858,1643873,1380925,2958523,3860502,1234908,2677210,1998291,6343026,2625122,4682583,3139406,2844536,1065282,2641599,3183821,1272765,2257658,2054156,3846155,4949944,2182799,4106360,4364149,2340358,2454052,2345871,2159413,9672294,3966606,2812565,1114857,3908343,7478933,3046848,2205069,5728799,2120974,2910666,4617466,4508435,2635768,2245078,1296157,2562925,1432951,1652470,2180483,1576654,3224683,1679379,1369420,2427546,5418331,2620210,1793703,1380362,3196407,1608574,3303344,2047742,1998593,2146226,1618079,2815755,2412819,3192941,2759705,1723851,3061190,8844489,4833623,1559651,1115019,2088078,2607032,2368543
1303,1-47:15,47,15,3400-G04,TRIM29,11238101,8321902,17509295,3908665,3348924,15277994,8377329,4628413,3928284,6012633,8011469,2701606,3230703,2664969,3128474,2306418,7401861,5733584,2180635,4999999,3575677,10312634,4439814,5616002,3755630,6173580,1865382,4819390,5065555,2806584,4087244,3360709,5906343,9737939,3332727,9387921,5820551,3248435,4692673,3744921,3074112,13130408,5927511,3891553,1723112,4510041,4312710,3127911,2907749,5360363,2581973,4075826,4237701,5347052,2620470,4487171,2232263,2460532,1885598,2832771,3264217,2568332,3081731,4705276,1738335,5279017,14946046,5160596,3273371,2827493,6867046,2213139,4034232,3943583,3730421,3072536,2945281,4597409,3993079,4413171,4281034,3489165,5154030,12773196,6957133,2902908,3487841,8084122,3544327,3794822
1304,1-47:16,47,16,3400-A10,NR5A1,11090038,7798319,4648091,2894026,3833974,4594166,9589192,5986674,4385122,4322888,4716499,1547646,2727340,1737782,2979084,1626025,3487188,4671878,1801278,3239222,2422741,8404822,2817022,4240952,4489286,3444716,1311417,2676243,3494077,1772519,2786212,2044014,4684571,5274107,2562897,4268670,6020538,2620949,2877979,2727525,2653366,7063247,5157530,4784038,1796697,7055324,6981015,3552035,2726660,4442565,2614813,3572294,5353312,5064456,2712362,2758585,1573759,3231222,1730360,2436451,2570013,2108995,2960467,2632304,1471796,3539243,5181778,3596409,1978361,1595503,3724632,1569848,4279225,2512505,1993457,3108660,2135509,3184104,2526674,4123824,3644106,1720915,4506014,12920659,5936738,1901432,2481562,3280967,2419455,3039776
1305,1-47:17,47,17,3400-C10,L3MBTL,8701563,6821271,4195102,3353127,3864368,5613742,7296827,5066630,4266488,4181523,5273827,1484063,4417199,1579465,2669212,1760910,3250831,4339847,1669622,3275123,2499164,7743338,2981462,4394381,4245208,3177595,1242754,2750671,3490784,1760041,2746700,2012203,4398889,5181158,2680711,4332528,5534982,2379273,2444585,2537055,2289238,7316921,4272176,4817158,1698496,4744407,6557985,3611676,2577212,12518788,2600732,3350042,5017362,5251781,3015299,2805921,1662483,3360968,1373999,3126965,2437398,1677417,2751277,2513856,1817988,3072168,6312033,3266168,1935396,1676610,3485583,1456957,4022106,2309108,2011189,2820094,1892150,2979570,2532722,3759611,3274628,1634277,4118097,10155907,4944776,1655023,4135702,2834970,2282166,2724531
1306,1-47:18,47,18,3400-E10,CHD4,8243622,7332811,5093044,4545255,4805139,5042843,8957689,9352353,4736059,5096790,8124343,1918947,3537732,2624690,3294630,2376161,3852920,5944954,2223555,4395379,2971483,9341958,3634244,4953649,5183986,4308690,1554785,3524184,4773272,2146791,3384614,2628237,5640516,6224778,3443786,5134718,7779903,3990406,4096833,3373646,2726691,10617961,6126804,4753320,2070694,5438134,8694601,4587391,3284090,5076404,4600185,4318377,5964082,4816597,3489804,3785010,2030636,3892122,1762583,2796689,3103209,2081663,3799702,2860199,1774959,5319355,6940234,4607390,2293074,2254153,4566855,2200633,4793329,3125617,2574616,3671395,3187454,4010172,3776253,4974961,4227696,2214972,6294177,10917545,6424530,2345875,3741162,3348557,2440976,3220002
